Farm,Date,Day,Ele-present,Signs,Proximity(m),Cropdamaged,Cropspeciedamaged,Areasizedamaged(mxm),Area(m2),DogPresent,GuardPresent,SleepHours,Speaker,Treatment,X,Y,Comments
1,22-Sep-25,Monday,Yes,Footprints,200,No,NA,0,0,,,,Yes,Humans,36.59634,0.10047,They raided nearby farm
1,23-Sep-25,Tuesday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59634,0.10047,
1,24-Sep-25,Wednesday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59634,0.10047,
1,25-Sep-25,Thursday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59634,0.10047,
1,26-Sep-25,Friday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59634,0.10047,
1,27-Sep-25,Saturday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59634,0.10047,
1,28-Sep-25,Sunday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59634,0.10047,
1,29-Sep-25,Monday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59634,0.10047,
1,30-Sep-25,Tuesday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59634,0.10047,
1,1-Oct-25,Wednesday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59634,0.10047,
1,2-Oct-25,Thursday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59634,0.10047,
1,3-Oct-25,Friday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59634,0.10047,
1,4-Oct-25,Saturday,Yes,Footprints,100,No,None,0,0,,,,Yes,Humans,36.59634,0.10047,
1,5-Oct-25,Sunday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59634,0.10047,
1,6-Oct-25,Monday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59634,0.10047,
1,7-Oct-25,Tuesday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59634,0.10047,
1,8-Oct-25,Wednesday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59634,0.10047,
1,9-Oct-25,Thursday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59634,0.10047,
1,10-Oct-25,Friday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59634,0.10047,
1,11-Oct-25,Saturday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59634,0.10047,
1,12-Oct-25,Sunday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59634,0.10047,
1,13-Oct-25,Monday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59634,0.10047,
1,14-Oct-25,Tuesday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59634,0.10047,
1,15-Oct-25,Wednesday,Yes,"Live Sightings,  Footprints",150,No,None,0,0,,,,Yes,Humans,36.59634,0.10047,"Elephants stood for some minutes as the speaker was playing, then they went away"
1,16-Oct-25,Thursday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59634,0.10047,
1,17-Oct-25,Friday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59634,0.10047,
1,18-Oct-25,Saturday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59634,0.10047,
1,19-Oct-25,Sunday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59634,0.10047,
1,20-Oct-25,Monday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59634,0.10047,
1,21-Oct-25,Tuesday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59634,0.10047,
1,22-Oct-25,Wednesday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59634,0.10047,
1,23-Oct-25,Thursday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59634,0.10047,
1,24-Oct-25,Friday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59634,0.10047,
1,25-Oct-25,Saturday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59634,0.10047,
1,26-Oct-25,Sunday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59634,0.10047,
1,27-Oct-25,Monday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59634,0.10047,
1,28-Oct-25,Tuesday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59634,0.10047,
1,29-Oct-25,Wednesday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59634,0.10047,
1,30-Oct-25,Thursday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59634,0.10047,
1,31-Oct-25,Friday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59634,0.10047,
1,1-Nov-25,Saturday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59634,0.10047,
1,2-Nov-25,Sunday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59634,0.10047,
1,3-Nov-25,Monday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59634,0.10047,
1,4-Nov-25,Tuesday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59634,0.10047,
1,5-Nov-25,Wednesday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59634,0.10047,
1,6-Nov-25,Thursday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59634,0.10047,
1,7-Nov-25,Friday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59634,0.10047,
1,8-Nov-25,Saturday,Yes,"Sighted, footprints",20,No,None,0,0,,,,Yes,Crickets,36.59634,0.10047,The neighbors farm raided by elephants
1,9-Nov-25,Sunday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59634,0.10047,
1,10-Nov-25,Monday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59634,0.10047,
1,11-Nov-25,Tuesday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59634,0.10047,
1,12-Nov-25,Wednesday,Yes,"Sighted, footprints",20,Yes,Maize,10X2,20,,,,Yes,Crickets,36.59634,0.10047,
1,13-Nov-25,Thursday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59634,0.10047,
1,14-Nov-25,Friday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59634,0.10047,
1,15-Nov-25,Saturday,Yes,"Sighted, footprints",50,No,None,0,0,,,,Yes,Crickets,36.59634,0.10047,The neighbors farm raided by elephants
1,16-Nov-25,Sunday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59634,0.10047,
1,17-Nov-25,Monday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59634,0.10047,
1,18-Nov-25,Tuesday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59634,0.10047,
1,19-Nov-25,Wednesday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59634,0.10047,
1,20-Nov-25,Thursday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59634,0.10047,
1,21-Nov-25,Friday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59634,0.10047,
1,22-Nov-25,Saturday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59634,0.10047,
1,23-Nov-25,Sunday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59634,0.10047,
1,24-Nov-25,Monday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59634,0.10047,
1,25-Nov-25,Tuesday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59634,0.10047,
2,22-Sep-25,Monday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59585,0.10365,
2,23-Sep-25,Tuesday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59585,0.10365,
2,24-Sep-25,Wednesday,Yes,Footprints,400,No,None,0,0,,,,Yes,Humans,36.59585,0.10365,"Light detterents are also needed to comp,ement acoustic deterrent"
2,25-Sep-25,Thursday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59585,0.10365,
2,26-Sep-25,Friday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59585,0.10365,
2,27-Sep-25,Saturday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59585,0.10365,
2,28-Sep-25,Sunday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59585,0.10365,
2,29-Sep-25,Monday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59585,0.10365,
2,30-Sep-25,Tuesday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59585,0.10365,
2,1-Oct-25,Wednesday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59585,0.10365,
2,2-Oct-25,Thursday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59585,0.10365,
2,3-Oct-25,Friday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59585,0.10365,
2,4-Oct-25,Saturday,Yes,Footprints,300,No,None,0,0,,,,Yes,Humans,36.59585,0.10365,
2,5-Oct-25,Sunday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59585,0.10365,
2,6-Oct-25,Monday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59585,0.10365,
2,7-Oct-25,Tuesday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59585,0.10365,
2,8-Oct-25,Wednesday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59585,0.10365,
2,9-Oct-25,Thursday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59585,0.10365,
2,10-Oct-25,Friday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59585,0.10365,
2,11-Oct-25,Saturday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59585,0.10365,
2,12-Oct-25,Sunday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59585,0.10365,
2,13-Oct-25,Monday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59585,0.10365,
2,14-Oct-25,Tuesday,Yes,Footprints,30,No,None,0,0,,,,Yes,Humans,36.59585,0.10365,
2,15-Oct-25,Wednesday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59585,0.10365,
2,16-Oct-25,Thursday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59585,0.10365,
2,17-Oct-25,Friday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59585,0.10365,
2,18-Oct-25,Saturday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59585,0.10365,
2,19-Oct-25,Sunday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59585,0.10365,
2,20-Oct-25,Monday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59585,0.10365,
2,30-Oct-25,Thursday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59585,0.10365,
2,31-Oct-25,Friday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59585,0.10365,
2,1-Nov-25,Saturday,Yes,Footprints,20,No,None,0,0,,,,Yes,Crickets,36.59585,0.10365,
2,2-Nov-25,Sunday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59585,0.10365,
2,3-Nov-25,Monday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59585,0.10365,
2,4-Nov-25,Tuesday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59585,0.10365,
2,5-Nov-25,Wednesday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59585,0.10365,
2,6-Nov-25,Thursday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59585,0.10365,
2,7-Nov-25,Friday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59585,0.10365,
2,8-Nov-25,Saturday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59585,0.10365,
2,9-Nov-25,Sunday,Yes,Footprints,50,No,None,0,0,,,,Yes,Crickets,36.59585,0.10365,"I woke upon hearing farmers shouting to the elephants , I torched them and they avoided my farm"
2,10-Nov-25,Monday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59585,0.10365,
2,11-Nov-25,Tuesday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59585,0.10365,
2,12-Nov-25,Wednesday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59585,0.10365,
2,13-Nov-25,Thursday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59585,0.10365,
2,14-Nov-25,Friday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59585,0.10365,
2,15-Nov-25,Sunday,Yes,Footprints,50,No,None,0,0,,,,Yes,Crickets,36.59585,0.10365,"I woke upon hearing farmers shouting to the elephants , I torched them and they avoided my farm"
2,16-Nov-25,Sunday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59585,0.10365,
2,17-Nov-25,Monday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59585,0.10365,
2,18-Nov-25,Tuesday,Yes,Footprints,20,Yes,Maize,2X2,4,,,,Yes,Crickets,36.59585,0.10365,"I woke upon hearing farmers shouting to the elephants , I torched them and they avoided my farm"
2,19-Nov-25,Wednesday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59585,0.10365,
2,20-Nov-25,Thursday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59585,0.10365,
2,21-Nov-25,Friday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59585,0.10365,
2,22-Nov-25,Saturday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59585,0.10365,
2,23-Nov-25,Sunday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59585,0.10365,
3,22-Sep-25,Monday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59547,0.10598,
3,23-Sep-25,Tuesday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59547,0.10598,
3,24-Sep-25,Wednesday,Yes,Footprints,200,No,None,0,0,,,,Yes,Humans,36.59547,0.10598,They raided nearby farm
3,25-Sep-25,Thursday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59547,0.10598,
3,26-Sep-25,Friday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59547,0.10598,
3,27-Sep-25,Saturday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59547,0.10598,
3,28-Sep-25,Sunday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59547,0.10598,
3,29-Sep-25,Monday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59547,0.10598,
3,30-Sep-25,Tuesday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59547,0.10598,
3,1-Oct-25,Wednesday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59547,0.10598,
3,2-Oct-25,Thursday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59547,0.10598,
3,3-Oct-25,Friday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59547,0.10598,
3,4-Oct-25,Saturday,Yes,Footprints,100,No,None,0,0,,,,Yes,Humans,36.59547,0.10598,
3,5-Oct-25,Sunday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59547,0.10598,
3,6-Oct-25,Monday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59547,0.10598,
3,7-Oct-25,Tuesday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59547,0.10598,
3,8-Oct-25,Wednesday,Yes,Footprints,,No,None,0,0,,,,Yes,Humans,36.59547,0.10598,
3,9-Oct-25,Thursday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59547,0.10598,
3,10-Oct-25,Friday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59547,0.10598,
3,11-Oct-25,Saturday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59547,0.10598,
3,12-Oct-25,Sunday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59547,0.10598,
3,13-Oct-25,Monday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59547,0.10598,
3,14-Oct-25,Tuesday,Yes,Footprints,100,No,None,0,0,,,,Yes,Humans,36.59547,0.10598,Recommend flashlights as an additional deterent
3,15-Oct-25,Wednesday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59547,0.10598,
3,16-Oct-25,Thursday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59547,0.10598,
3,17-Oct-25,Friday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59547,0.10598,
3,18-Oct-25,Saturday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59547,0.10598,
3,19-Oct-25,Sunday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59547,0.10598,
3,20-Oct-25,Monday,No,NA,NA,No,NA,0,0,,,,Yes,Humans,36.59547,0.10598,
3,30-Oct-25,Thursday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59547,0.10598,
3,31-Oct-25,Friday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59547,0.10598,
3,1-Nov-25,Saturday,Yes,Footprints,10,Yes,Irish potatoes,2X4,8,,,,Yes,Crickets,36.59547,0.10598,We recommend the use of light deterrents
3,2-Nov-25,Sunday,Yes,Footprints,5,Yes,Irish potatoes,10X2,20,,,,Yes,Crickets,36.59547,0.10598,
3,3-Nov-25,Monday,Yes,Footprints,10,Yes,Irish potatoes,5X5,25,,,,Yes,Crickets,36.59547,0.10598,
3,4-Nov-25,Tuesday,Yes,Footprints,5,Yes,Irish potatoes,2X4,8,,,,Yes,Crickets,36.59547,0.10598,
3,5-Nov-25,Wednesday,Yes,Footprints,10,Yes,Irish potatoes,1X5,5,,,,Yes,Crickets,36.59547,0.10598,
3,6-Nov-25,Thursday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59547,0.10598,
3,7-Nov-25,Friday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59547,0.10598,
3,8-Nov-25,Saturday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59547,0.10598,
3,9-Nov-25,Sunday,Yes,Footprints,10,Yes,Irish potatoes,5X5,25,,,,Yes,Crickets,36.59547,0.10598,We recommend the use of light deterrents
3,10-Nov-25,Monday,Yes,Footprints,5,Yes,Irish potatoes,2X4,8,,,,Yes,Crickets,36.59547,0.10598,
3,11-Nov-25,Tuesday,Yes,Footprints,10,Yes,Irish potatoes,1X5,5,,,,Yes,Crickets,36.59547,0.10598,
3,12-Nov-25,Wednesday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59547,0.10598,
3,13-Nov-25,Thursday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59547,0.10598,
3,14-Nov-25,Friday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59547,0.10598,
3,15-Nov-25,Saturday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59547,0.10598,
3,16-Nov-25,Sunday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59547,0.10598,
3,17-Nov-25,Monday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59547,0.10598,
3,18-Nov-25,Tuesday,Yes,Footprints,10,Yes,Irish potatoes,10X3,30,,,,Yes,Crickets,36.59547,0.10598,We recommend the use of light deterrents
3,19-Nov-25,Wednesday,Yes,Footprints,5,Yes,Irish potatoes,2X4,8,,,,Yes,Crickets,36.59547,0.10598,
3,20-Nov-25,Thursday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59547,0.10598,
3,21-Nov-25,Friday,Yes,Footprints,10,Yes,Irish potatoes,1X5,5,,,,Yes,Crickets,36.59547,0.10598,
3,22-Nov-25,Saturday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59547,0.10598,
3,23-Nov-25,Sunday,No,NA,NA,No,NA,0,0,,,,Yes,Crickets,36.59547,0.10598,
4,22-Sep-25,Monday,No,NA,NA,No,NA,0,0,0,,,Yes,Humans,36.59283,0.10838,
4,23-Sep-25,Tuesday,No,NA,NA,No,NA,0,0,0,,,Yes,Humans,36.59283,0.10838,
4,24-Sep-25,Wednesday,No,NA,NA,No,NA,0,0,0,,,Yes,Humans,36.59283,0.10838,
4,25-Sep-25,Thursday,No,NA,NA,No,NA,0,0,0,,,Yes,Humans,36.59283,0.10838,
4,26-Sep-25,Friday,No,NA,NA,No,NA,0,0,0,,,Yes,Humans,36.59283,0.10838,
4,27-Sep-25,Saturday,No,NA,NA,No,NA,0,0,0,,,Yes,Humans,36.59283,0.10838,
4,28-Sep-25,Sunday,No,NA,NA,No,NA,0,0,0,,,Yes,Humans,36.59283,0.10838,
4,29-Sep-25,Monday,No,NA,NA,No,NA,0,0,0,,,Yes,Humans,36.59283,0.10838,
4,30-Sep-25,Tuesday,No,NA,NA,No,NA,0,0,0,,,Yes,Humans,36.59283,0.10838,
4,1-Oct-25,Wednesday,No,NA,NA,No,NA,0,0,0,,,Yes,Humans,36.59283,0.10838,
4,2-Oct-25,Thursday,No,NA,NA,No,NA,0,0,0,,,Yes,Humans,36.59283,0.10838,
4,3-Oct-25,Friday,No,NA,NA,No,NA,0,0,0,,,Yes,Humans,36.59283,0.10838,
4,4-Oct-25,Saturday,Yes,Sighted,200,No,None,0,0,0,,,Yes,Humans,36.59283,0.10838,
4,5-Oct-25,Sunday,No,NA,NA,No,NA,0,0,0,,,Yes,Humans,36.59283,0.10838,
4,6-Oct-25,Monday,No,NA,NA,No,NA,0,0,0,,,Yes,Humans,36.59283,0.10838,
4,7-Oct-25,Tuesday,No,NA,NA,No,NA,0,0,0,,,Yes,Humans,36.59283,0.10838,
4,8-Oct-25,Wednesday,Yes,"Damaged crops, footprints",20,Yes,Cabbage,10X5,50,0,,,Yes,Humans,36.59283,0.10838,
4,9-Oct-25,Thursday,No,NA,NA,No,NA,0,0,0,,,Yes,Humans,36.59283,0.10838,
4,10-Oct-25,Friday,No,NA,NA,No,NA,0,0,0,,,Yes,Humans,36.59283,0.10838,
4,11-Oct-25,Saturday,No,NA,NA,No,NA,0,0,0,,,Yes,Humans,36.59283,0.10838,
4,12-Oct-25,Sunday,No,NA,NA,No,NA,0,0,0,,,Yes,Humans,36.59283,0.10838,
4,13-Oct-25,Monday,No,NA,NA,No,NA,0,0,0,,,Yes,Humans,36.59283,0.10838,
4,14-Oct-25,Tuesday,No,NA,NA,No,NA,0,0,0,,,Yes,Humans,36.59283,0.10838,
4,15-Oct-25,Wednesday,Yes,"Damaged crops, footprints",20,Yes,cabbage,3X5,15,0,,,Yes,Humans,36.59283,0.10838,Recommend flashlights as an additional deterent
4,16-Oct-25,Thursday,No,NA,NA,No,NA,0,0,0,,,Yes,Humans,36.59283,0.10838,
4,17-Oct-25,Friday,No,NA,NA,No,NA,0,0,0,,,Yes,Humans,36.59283,0.10838,
4,18-Oct-25,Saturday,No,NA,NA,No,NA,0,0,0,,,Yes,Humans,36.59283,0.10838,
4,19-Oct-25,Sunday,No,NA,NA,No,NA,0,0,0,,,Yes,Humans,36.59283,0.10838,
4,20-Oct-25,Monday,No,NA,NA,No,NA,0,0,0,,,Yes,Humans,36.59283,0.10838,
4,30-Oct-25,Thursday,No,NA,NA,No,NA,0,0,0,,,Yes,Crickets,36.59283,0.10838,
4,31-Oct-25,Friday,No,NA,NA,No,NA,0,0,0,,,Yes,Crickets,36.59283,0.10838,
4,1-Nov-25,Saturday,Yes,Footprints,4,Yes,Maize and Kales,10X3,30,0,,,Yes,Crickets,36.59283,0.10838,
4,2-Nov-25,Sunday,Yes,Footprints,5,Yes,Maize and Kales,3X4,12,0,,,Yes,Crickets,36.59283,0.10838,
4,3-Nov-25,Monday,Yes,"Sighted, footprints",5,Yes,Beans,3 X2,6,0,,,Yes,Crickets,36.59283,0.10838,
4,4-Nov-25,Tuesday,Yes,Footprints,15,Yes,Beans,3X2,6,0,,,Yes,Crickets,36.59283,0.10838,
4,5-Nov-25,Wednesday,Yes,"Sighted, footprints",10,Yes,Beans,3X2,6,0,,,Yes,Crickets,36.59283,0.10838,
4,6-Nov-25,Thursday,No,NA,NA,No,NA,0,0,0,,,Yes,Crickets,36.59283,0.10838,
4,7-Nov-25,Friday,No,NA,NA,No,NA,0,0,0,,,Yes,Crickets,36.59283,0.10838,
4,8-Nov-25,Saturday,No,NA,NA,No,NA,0,0,0,,,Yes,Crickets,36.59283,0.10838,
4,9-Nov-25,Sunday,No,NA,NA,No,NA,0,0,0,,,Yes,Crickets,36.59283,0.10838,
4,10-Nov-25,Monday,Yes,Footprints,5,Yes,Beans,10X2,20,0,,,Yes,Crickets,36.59283,0.10838,Elephants also tresspassed through the farm
4,11-Nov-25,Tuesday,Yes,Footprints,5,Yes,Beans,2X3,6,0,,,Yes,Crickets,36.59283,0.10838,
4,12-Nov-25,Wednesday,Yes,Footprints,5,Yes,Beans,2X3,6,0,,,Yes,Crickets,36.59283,0.10838,
4,13-Nov-25,Thursday,No,NA,NA,No,NA,0,0,0,,,Yes,Crickets,36.59283,0.10838,
4,14-Nov-25,Friday,No,NA,NA,No,NA,0,0,0,,,Yes,Crickets,36.59283,0.10838,
4,15-Nov-25,Saturday,Yes,Footprints,5,Yes,Beans,5X5,25,0,,,Yes,Crickets,36.59283,0.10838,
4,16-Nov-25,Sunday,No,NA,NA,No,NA,0,0,0,,,Yes,Crickets,36.59283,0.10838,
4,17-Nov-25,Monday,No,NA,NA,No,NA,0,0,0,,,Yes,Crickets,36.59283,0.10838,
4,18-Nov-25,Tuesday,Yes,Footprints,5,Yes,Beans,15X15,225,0,,,Yes,Crickets,36.59283,0.10838,Elephants also tresspassed through the farm
4,19-Nov-25,Wednesday,Yes,Footprints,5,Yes,Beans,4X5,20,0,,,Yes,Crickets,36.59283,0.10838,
4,20-Nov-25,Thursday,No,NA,NA,No,NA,0,0,0,,,Yes,Crickets,36.59283,0.10838,
4,21-Nov-25,Friday,Yes,Footprints,5,Yes,Beans,5X5,25,0,,,Yes,Crickets,36.59283,0.10838,
4,22-Nov-25,Saturday,Yes,Footprints,5,Yes,Beans,5X5,25,0,,,Yes,Crickets,36.59283,0.10838,
4,23-Nov-25,Sunday,No,NA,NA,No,NA,0,0,0,,,Yes,Crickets,36.59283,0.10838,
5,22-Sep-25,Monday,No,NA,NA,No,NA,0,0,0,,,Yes,Humans,36.59257,0.10923,
5,23-Sep-25,Tuesday,No,NA,NA,No,NA,0,0,0,,,Yes,Humans,36.59257,0.10923,
5,24-Sep-25,Wednesday,No,NA,NA,No,None,0,0,0,,,Yes,Humans,36.59257,0.10923,
5,25-Sep-25,Thursday,No,NA,NA,No,NA,0,0,0,,,Yes,Humans,36.59257,0.10923,
5,26-Sep-25,Friday,No,NA,NA,No,NA,0,0,0,,,Yes,Humans,36.59257,0.10923,
5,27-Sep-25,Saturday,No,NA,NA,No,NA,0,0,0,,,Yes,Humans,36.59257,0.10923,
5,28-Sep-25,Sunday,No,NA,NA,No,NA,0,0,0,,,Yes,Humans,36.59257,0.10923,
5,29-Sep-25,Monday,No,NA,NA,No,NA,0,0,0,,,Yes,Humans,36.59257,0.10923,
5,30-Sep-25,Tuesday,No,NA,NA,No,NA,0,0,0,,,Yes,Humans,36.59257,0.10923,
5,1-Oct-25,Wednesday,No,NA,NA,No,NA,0,0,0,,,Yes,Humans,36.59257,0.10923,
5,2-Oct-25,Thursday,No,NA,NA,No,NA,0,0,0,,,Yes,Humans,36.59257,0.10923,
5,3-Oct-25,Friday,No,NA,NA,No,NA,0,0,0,,,Yes,Humans,36.59257,0.10923,
5,4-Oct-25,Saturday,Yes,Sighted,200,No,None,0,0,0,,,Yes,Humans,36.59257,0.10923,
5,5-Oct-25,Sunday,No,NA,NA,No,NA,0,0,0,,,Yes,Humans,36.59257,0.10923,
5,6-Oct-25,Monday,No,NA,NA,No,NA,0,0,0,,,Yes,Humans,36.59257,0.10923,
