Farm,Date,Day,Ele-present,Signs,Proximity(m),Cropdamaged,Cropspeciedamaged,Areasizedamaged(mxm),Area(m2),DogPresent,GuardPresent,SleepHours,Speaker,Treatment,X,Y,Comments
19,28-Sep-25,Sunday,No,NA,NA,No,NA,0,0,2,,,Yes,Humans,36.56504,0.15772,
19,29-Sep-25,Monday,No,NA,NA,No,NA,0,0,2,,,Yes,Humans,36.56504,0.15772,
19,30-Sep-25,Tuesday,No,NA,NA,No,NA,0,0,2,,,Yes,Humans,36.56504,0.15772,
19,1-Oct-25,Wednesday,No,NA,NA,No,NA,0,0,2,,,Yes,Humans,36.56504,0.15772,
19,2-Oct-25,Thursday,No,NA,NA,No,NA,0,0,2,,,Yes,Humans,36.56504,0.15772,
19,3-Oct-25,Friday,No,NA,NA,No,NA,0,0,2,,,Yes,Humans,36.56504,0.15772,
19,4-Oct-25,Saturday,No,NA,NA,No,NA,0,0,2,,,Yes,Humans,36.56504,0.15772,
19,5-Oct-25,Sunday,No,NA,NA,No,NA,0,0,2,,,Yes,Humans,36.56504,0.15772,
19,6-Oct-25,Monday,No,NA,NA,No,NA,0,0,2,,,Yes,Humans,36.56504,0.15772,
19,7-Oct-25,Tuesday,No,NA,NA,No,NA,0,0,2,,,Yes,Humans,36.56504,0.15772,
19,8-Oct-25,Wednesday,No,NA,NA,No,NA,0,0,2,,,Yes,Humans,36.56504,0.15772,
19,9-Oct-25,Thursday,No,NA,NA,No,NA,0,0,2,,,Yes,Humans,36.56504,0.15772,
19,10-Oct-25,Friday,No,NA,NA,No,NA,0,0,2,,,Yes,Humans,36.56504,0.15772,
19,11-Oct-25,Saturday,No,NA,NA,No,NA,0,0,2,,,Yes,Humans,36.56504,0.15772,
19,12-Oct-25,Sunday,No,NA,NA,No,NA,0,0,2,,,Yes,Humans,36.56504,0.15772,
19,13-Oct-25,Monday,No,NA,NA,No,NA,0,0,2,,,Yes,Humans,36.56504,0.15772,
19,14-Oct-25,Tuesday,No,NA,NA,No,NA,0,0,2,,,Yes,Humans,36.56504,0.15772,
19,15-Oct-25,Wednesday,No,NA,NA,No,NA,0,0,2,,,Yes,Humans,36.56504,0.15772,
19,16-Oct-25,Thursday,No,NA,NA,No,NA,0,0,2,,,Yes,Humans,36.56504,0.15772,
19,17-Oct-25,Friday,No,NA,NA,No,NA,0,0,2,,,Yes,Humans,36.56504,0.15772,
19,18-Oct-25,Saturday,No,NA,NA,No,NA,0,0,2,,,Yes,Humans,36.56504,0.15772,
19,19-Oct-25,Sunday,No,NA,NA,No,NA,0,0,2,,,Yes,Humans,36.56504,0.15772,
19,20-Oct-25,Monday,No,NA,NA,No,NA,0,0,2,,,Yes,Humans,36.56504,0.15772,
19,23-Oct-25,Thursday,No,NA,NA,No,NA,0,0,2,,,Yes,Crickets,36.56504,0.15772,
19,24-Oct-25,Friday,No,NA,NA,No,NA,0,0,2,,,Yes,Crickets,36.56504,0.15772,
19,25-Oct-25,Saturday,No,NA,NA,No,NA,0,0,2,,,Yes,Crickets,36.56504,0.15772,
19,26-Oct-25,Sunday,No,NA,NA,No,NA,0,0,2,,,Yes,Crickets,36.56504,0.15772,
19,27-Oct-25,Monday,No,NA,NA,No,NA,0,0,2,,,Yes,Crickets,36.56504,0.15772,
19,28-Oct-25,Tuesday,No,NA,NA,No,NA,0,0,2,,,Yes,Crickets,36.56504,0.15772,
19,29-Oct-25,Wednesday,No,NA,NA,No,NA,0,0,2,,,Yes,Crickets,36.56504,0.15772,
19,30-Oct-25,Thursday,No,NA,NA,No,NA,0,0,2,,,Yes,Crickets,36.56504,0.15772,
19,31-Oct-25,Friday,No,NA,NA,No,NA,0,0,2,,,Yes,Crickets,36.56504,0.15772,
19,1-Nov-25,Saturday,No,NA,NA,No,NA,0,0,2,,,Yes,Crickets,36.56504,0.15772,
19,2-Nov-25,Sunday,No,NA,NA,No,NA,0,0,2,,,Yes,Crickets,36.56504,0.15772,
19,3-Nov-25,Monday,No,NA,NA,No,NA,0,0,2,,,Yes,Crickets,36.56504,0.15772,
19,4-Nov-25,Tuesday,No,NA,NA,No,NA,0,0,2,,,Yes,Crickets,36.56504,0.15772,
19,5-Nov-25,Wednesday,No,NA,NA,No,NA,0,0,2,,,Yes,Crickets,36.56504,0.15772,
19,6-Nov-25,Thursday,No,NA,NA,No,NA,0,0,2,,,Yes,Crickets,36.56504,0.15772,
19,7-Nov-25,Friday,No,NA,NA,No,NA,0,0,2,,,Yes,Crickets,36.56504,0.15772,
19,8-Nov-25,Saturday,No,NA,NA,No,NA,0,0,2,,,Yes,Crickets,36.56504,0.15772,
19,9-Nov-25,Sunday,No,NA,NA,No,NA,0,0,2,,,Yes,Crickets,36.56504,0.15772,
19,10-Nov-25,Monday,No,NA,NA,No,NA,0,0,2,,,Yes,Crickets,36.56504,0.15772,
19,11-Nov-25,Tuesday,No,NA,NA,No,NA,0,0,2,,,Yes,Crickets,36.56504,0.15772,
19,12-Nov-25,Wednesday,Yes,Footprints,20,Yes,Sweet potatoes,10X10,100,2,,,Yes,Crickets,36.56504,0.15772,
19,13-Nov-25,Thursday,Yes,Footprints,10,Yes,Sweet potatoes,10X10,100,2,,,Yes,Crickets,36.56504,0.15772,
19,14-Nov-25,Friday,Yes,Footprints,20,Yes,Sweet potatoes,10X10,100,2,,,Yes,Crickets,36.56504,0.15772,
19,15-Nov-25,Saturday,No,NA,NA,No,NA,0,0,2,,,Yes,Crickets,36.56504,0.15772,
19,16-Nov-25,Sunday,No,NA,NA,No,NA,0,0,2,,,Yes,Crickets,36.56504,0.15772,
19,17-Nov-25,Monday,No,NA,NA,No,NA,0,0,2,,,Yes,Crickets,36.56504,0.15772,
19,18-Nov-25,Tuesday,No,NA,NA,No,NA,0,0,2,,,Yes,Crickets,36.56504,0.15772,
19,19-Nov-25,Wednesday,Yes,Footprints,20,Yes,Sweet potatoes,5X5,25,2,,,Yes,Crickets,36.56504,0.15772,
19,20-Nov-25,Thursday,Yes,Footprints,10,Yes,Sweet potatoes,5X5,25,2,,,Yes,Crickets,36.56504,0.15772,
19,21-Nov-25,Friday,No,NA,NA,No,NA,0,0,2,,,Yes,Crickets,36.56504,0.15772,
19,22-Nov-25,Saturday,No,NA,NA,No,NA,0,0,2,,,Yes,Crickets,36.56504,0.15772,
19,23-Nov-25,Sunday,No,NA,NA,No,NA,0,0,2,,,Yes,Crickets,36.56504,0.15772,
19,24-Nov-25,Monday,No,NA,NA,No,NA,0,0,2,,,Yes,Crickets,36.56504,0.15772,
